Location,No. of Cases,Date,Coordinates,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
"Balestier Road, Singapore",2,26-10-18,"1.3214951, 103.8528591",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Balestier Road (Twin Heights), Singapore",1,26-10-18,"1.3246291, 103.8519923",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Jalan Ampas, Singapore",2,26-10-18,"1.3264410, 103.8515942",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Jalan Ampas (The Viridian), Singapore",2,26-10-18,"1.3259882, 103.8515773",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Kim Keat Road (Rega l Court), Singapore",1,26-10-18,"1.3245448, 103.8529870",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Henderson Road (Blk 9 1), Singapore",3,26-10-18,"1.2900494, 103.8230119",Queenstown ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Henderson Road (Blk 9 2), Singapore",1,26-10-18,"1.2900494, 103.8230119",Queenstown ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Redhill Lane (Blk 82), Singapore",2,26-10-18,"1.2874326, 103.8194978",Queenstown ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bendemeer Road, Singapore",1,26-10-18,"1.3206315, 103.8652350",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bendemeer Road (Blk 4 3), Singapore",1,26-10-18,"1.3147151, 103.8608941",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Bendemeer Road (Blk 4 4), Singapore",1,26-10-18,"1.3147151, 103.8608941",Whampoa ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Gangsa Road (Blk 166), Singapore",2,26-10-18,"1.3776291, 103.7652821",Bukit Panjang ,3.4,1.8,3.4,3.4,—,—,—,—,—
"Petir Road (Blk 151), Singapore",1,26-10-18,"1.3772025, 103.7661648",Bukit Panjang ,3.4,1.8,3.4,3.4,—,—,—,—,—
"Pasir Ris Street 12 (Blk 103), Singapore",1,26-10-18,"1.3677335, 103.9582933",Pasir Ris (Central) ,0.6,0.6,0.6,0.6,—,—,—,—,—
"Pasir Ris Street 12 (Blk 104), Singapore",1,26-10-18,"1.3678583, 103.9588599",Pasir Ris (Central) ,0.6,0.6,0.6,0.6,—,—,—,—,—
"Pasir Ris Street 12 (Blk 105), Singapore",1,26-10-18,"1.3685270, 103.9572281",Pasir Ris (Central) ,0.6,0.6,0.6,0.6,—,—,—,—,—
"Bedok Reservoir Road, Singapore",1,26-10-18,"1.3370403, 103.9215479",Chai Chee ,0,0,0,0,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 32), Singapore",1,26-10-18,"1.3329230, 103.9119068",Chai Chee ,0,0,0,0,—,—,—,—,—
"Hazel Park Terrace (Hazel Park Condominium), Singapore",2,26-10-18,"1.3717218, 103.7642820",Bukit Panjang ,3.4,1.8,3.4,3.4,—,—,—,—,—
"Lorong 20 Geylang, Singapore",1,26-10-18,"1.3113580, 103.8813418",Marine Parade ,0,0,0,0,—,—,—,—,—
"Lorong 20 Geylang (#1 Suite s), Singapore",1,26-10-18,"1.3124748, 103.8815441",Marine Parade ,0,0,0,0,—,—,—,—,—
"Tampines Street 12 (Blk 140), Singapore",1,29-10-18,"1.3475946, 103.9438114",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Tampines Street 12 (Blk 141), Singapore",5,29-10-18,"1.3483202, 103.9448992",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Tampines Street 12 (Blk 144), Singapore",3,29-10-18,"1.3484372, 103.9436755",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Tampines Street 12 (Blk 159), Singapore",3,29-10-18,"1.3510222, 103.9459870",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Tampines Street 12 (Blk 160), Singapore",1,29-10-18,"1.3507347, 103.9450805",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Tampines Street 12 (Blk 164), Singapore",1,29-10-18,"1.3495577, 103.9460777",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Tampines Street 21 (Blk 247), Singapore",1,29-10-18,"1.3522764, 103.9469347",Simei ,12.4,11.8,12,12.4,—,—,—,—,—
"Balestier Road, Singapore",2,29-10-18,"1.3214951, 103.8528591",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Balestier Road (Twin Heights), Singapore",1,29-10-18,"1.3246291, 103.8519923",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Jalan Ampas, Singapore",2,29-10-18,"1.3264410, 103.8515942",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Jalan Ampas (The Viridian), Singapore",2,29-10-18,"1.3259882, 103.8515773",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Kim Keat Road (Rega l Court), Singapore",1,29-10-18,"1.3245448, 103.8529870",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Henderson Road (Blk 9 1), Singapore",3,29-10-18,"1.2900494, 103.8230119",Queenstown ,6.4,5.8,5.8,6.2,—,—,—,—,—
"Henderson Road (Blk 9 2), Singapore",1,29-10-18,"1.2900494, 103.8230119",Queenstown ,6.4,5.8,5.8,6.2,—,—,—,—,—
"Redhill Lane (Blk 82), Singapore",2,29-10-18,"1.2874326, 103.8194978",Queenstown ,6.4,5.8,5.8,6.2,—,—,—,—,—
"Bendemeer Road, Singapore",1,29-10-18,"1.3206315, 103.8652350",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Bendemeer Road (Blk 4 3), Singapore",1,29-10-18,"1.3147151, 103.8608941",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Bendemeer Road (Blk 4 4), Singapore",1,29-10-18,"1.3147151, 103.8608941",Whampoa ,1.2,0.6,0.8,1.2,—,—,—,—,—
"Gangsa Road (Blk 166), Singapore",2,29-10-18,"1.3776291, 103.7652821",Bukit Panjang ,24.8,21.6,24.2,24.4,—,—,—,—,—
"Petir Road (Blk 151), Singapore",1,29-10-18,"1.3772025, 103.7661648",Bukit Panjang ,24.8,21.6,24.2,24.4,—,—,—,—,—
"Hazel Park Terrace (Hazel Park Condominium), Singapore",3,29-10-18,"1.3717218, 103.7642820",Bukit Panjang ,24.8,21.6,24.2,24.4,—,—,—,—,—
"Pasir Ris Street 12 (Blk 103), Singapore",1,29-10-18,"1.3677335, 103.9582933",Pasir Ris (Central) ,0.6,0.2,0.2,0.4,—,—,—,—,—
"Pasir Ris Street 12 (Blk 104), Singapore",1,29-10-18,"1.3678583, 103.9588599",Pasir Ris (Central) ,0.6,0.2,0.2,0.4,—,—,—,—,—
"Pasir Ris Street 12 (Blk 105), Singapore",1,29-10-18,"1.3685270, 103.9572281",Pasir Ris (Central) ,0.6,0.2,0.2,0.4,—,—,—,—,—
"Bedok Reservoir Road, Singapore",1,29-10-18,"1.3370403, 103.9215479",Chai Chee ,1.2,0.6,0.6,1.2,—,—,—,—,—
"Bedok Reservoir Road (Blk 1 32), Singapore",1,29-10-18,"1.3329230, 103.9119068",Chai Chee ,1.2,0.6,0.6,1.2,—,—,—,—,—
"Lorong 20 Geylang, Singapore",1,29-10-18,"1.3113580, 103.8813418",Marine Parade ,1.6,1,1,1.6,—,—,—,—,—
"Lorong 20 Geylang (#1 Suite s), Singapore",1,29-10-18,"1.3124748, 103.8815441",Marine Parade ,1.6,1,1,1.6,—,—,—,—,—
"Balestier Road, Singapore",2,02-11-18,"1.3214951, 103.8528591",Whampoa ,0,0,0,0,—,—,—,—,—
"Balestier Road (Twin Heights), Singapore",2,02-11-18,"1.3246291, 103.8519923",Whampoa ,0,0,0,0,—,—,—,—,—
"Jalan Ampas, Singapore",3,02-11-18,"1.3264410, 103.8515942",Whampoa ,0,0,0,0,—,—,—,—,—
"Jalan Ampas (The Viridian), Singapore",2,02-11-18,"1.3259882, 103.8515773",Whampoa ,0,0,0,0,—,—,—,—,—
"Kim Keat Road (Rega l Court), Singapore",1,02-11-18,"1.3245448, 103.8529870",Whampoa ,0,0,0,0,—,—,—,—,—
"Henderson Road (Blk 9 1), Singapore",3,02-11-18,"1.2900494, 103.8230119",Queenstown ,3,2.2,2.6,2.6,—,—,—,—,—
"Henderson Road (Blk 9 2), Singapore",1,02-11-18,"1.2900494, 103.8230119",Queenstown ,3,2.2,2.6,2.6,—,—,—,—,—
"Redhill Lane (Blk 82), Singapore",4,02-11-18,"1.2874326, 103.8194978",Queenstown ,3,2.2,2.6,2.6,—,—,—,—,—
"Hazel Park Terrace (Hazel P ark Condominium), Singapore",4,02-11-18,"1.3717218, 103.7642820",Bukit Panjang ,2.6,2.2,2.6,2.6,—,—,—,—,—
"Edgefield Plains (Blk 11 4), Singapore",1,02-11-18,"1.3999500, 103.9083136",Punggol ,18.4,17.8,18.2,18.2,—,—,—,—,—
"Edgefield Plains (Blk 11 6), Singapore",1,02-11-18,"1.3999500, 103.9083136",Punggol ,18.4,17.8,18.2,18.2,—,—,—,—,—
"Edgefield Plains (Blk 11 7), Singapore",1,02-11-18,"1.3999500, 103.9083136",Punggol ,18.4,17.8,18.2,18.2,—,—,—,—,—
"Choa Chu Kang North 5 (Blk 751), Singapore",1,02-11-18,"1.3924687, 103.7479015",Choa Chu Kang (South) ,0.8,0.8,0.8,0.8,26.5,30,24.8,4.3,26.6
"Choa Chu Kang North 5 (Blk 754), Singapore",1,02-11-18,"1.3922935, 103.7465437",Choa Chu Kang (South) ,0.8,0.8,0.8,0.8,26.5,30,24.8,4.3,26.6
"Ghim Moh Road (Blk 1 4), Singapore",1,02-11-18,"1.3129253, 103.7868073",Buona Vista ,8.4,5.8,7.8,8.2,—,—,—,—,—
"Ghim Moh Road (Blk 2 1), Singapore",1,02-11-18,"1.3124126, 103.7868979",Buona Vista ,8.4,5.8,7.8,8.2,—,—,—,—,—
"Lorong 20 Geylang, Singapore",1,02-11-18,"1.3113580, 103.8813418",Marine Parade ,12.8,5.6,6,6.2,—,—,—,—,—
"Lorong 20 Geylang (#1 Suite s), Singapore",1,02-11-18,"1.3124748, 103.8815441",Marine Parade ,12.8,5.6,6,6.2,—,—,—,—,—
"Nallur Road (Hua Xin Court), Singapore",1,02-11-18,"1.3112070, 103.9334030",East Coast Parkway ,6.2,3.4,3.4,3.4,27.2,30.8,25.2,11.2,43.6
"Upper East Coast Road (Eastern Lagoon), Singapore",1,02-11-18,"1.3138181, 103.9329333",East Coast Parkway ,6.2,3.4,3.4,3.4,27.2,30.8,25.2,11.2,43.6
"Balestier Road, Singapore",2,05-11-18,"1.3214951, 103.8528591",Whampoa ,0,0,0,0,—,—,—,—,—
"Balestier Road (Ritz Mansions), Singapore",1,05-11-18,"1.3250100, 103.8521700",Whampoa ,0,0,0,0,—,—,—,—,—
"Balestier Road (Twin Heights), Singapore",2,05-11-18,"1.3246291, 103.8519923",Whampoa ,0,0,0,0,—,—,—,—,—
"Jalan Ampas, Singapore",3,05-11-18,"1.3264410, 103.8515942",Whampoa ,0,0,0,0,—,—,—,—,—
"Jalan Ampas (The Viridian), Singapore",2,05-11-18,"1.3259882, 103.8515773",Whampoa ,0,0,0,0,—,—,—,—,—
"Kim Keat Road (Rega l Court), Singapore",1,05-11-18,"1.3245448, 103.8529870",Whampoa ,0,0,0,0,—,—,—,—,—
"Henderson Road (Blk 9 1), Singapore",3,05-11-18,"1.2900494, 103.8230119",Queenstown ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Henderson Road (Blk 9 2), Singapore",1,05-11-18,"1.2900494, 103.8230119",Queenstown ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Redhill Lane (Blk 82), Singapore",4,05-11-18,"1.2874326, 103.8194978",Queenstown ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Hazel Park Terrace (Hazel P ark Condominium), Singapore",4,05-11-18,"1.3717218, 103.7642820",Bukit Panjang ,11.8,8,11.6,11.6,—,—,—,—,—
"Edgefield Plains (Blk 11 4), Singapore",1,05-11-18,"1.3999500, 103.9083136",Punggol ,0.4,0.2,0.2,0.2,—,—,—,—,—
"Edgefield Plains (Blk 11 6), Singapore",1,05-11-18,"1.3999500, 103.9083136",Punggol ,0.4,0.2,0.2,0.2,—,—,—,—,—
"Edgefield Plains (Blk 11 7), Singapore",1,05-11-18,"1.3999500, 103.9083136",Punggol ,0.4,0.2,0.2,0.2,—,—,—,—,—
"Choa Chu Kang North 5 (Blk 751), Singapore",1,05-11-18,"1.3924687, 103.7479015",Choa Chu Kang (South) ,16.8,13.8,16.4,16.6,26.4,32.2,24.7,3.6,18
"Choa Chu Kang North 5 (Blk 754), Singapore",1,05-11-18,"1.3922935, 103.7465437",Choa Chu Kang (South) ,16.8,13.8,16.4,16.6,26.4,32.2,24.7,3.6,18
"Ghim Moh Road (Blk 1 4), Singapore",1,05-11-18,"1.3129253, 103.7868073",Buona Vista ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Ghim Moh Road (Blk 2 1), Singapore",1,05-11-18,"1.3124126, 103.7868979",Buona Vista ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Nallur Road (Hua Xin Court), Singapore",1,05-11-18,"1.3112070, 103.9334030",East Coast Parkway ,0.6,0.4,0.4,0.4,28,29.7,26.4,11.2,30.6
"Upper East Coast Road (Eastern Lagoon), Singapore",1,05-11-18,"1.3138181, 103.9329333",East Coast Parkway ,0.6,0.4,0.4,0.4,28,29.7,26.4,11.2,30.6
"Edgedale Plains (Blk 120A), Singapore",1,16-11-18,"1.3941872, 103.9081417",Punggol ,0,0,0,0,—,—,—,—,—
"Edgefield Plains (Blk 112), Singapore",1,16-11-18,"1.3962889, 103.9071210",Punggol ,0,0,0,0,—,—,—,—,—
"Edgefield Plains (Blk 114), Singapore",1,16-11-18,"1.3961984, 103.9074254",Punggol ,0,0,0,0,—,—,—,—,—
"Edgefield Plains (Blk 116), Singapore",2,16-11-18,"1.3952440, 103.9067580",Punggol ,0,0,0,0,—,—,—,—,—
"Edgefield Plains (Blk 117), Singapore",4,16-11-18,"1.3956710, 103.9062990",Punggol ,0,0,0,0,—,—,—,—,—
"Edgefield Plains (Blk 118), Singapore",1,16-11-18,"1.3959870, 103.9060130",Punggol ,0,0,0,0,—,—,—,—,—
"Nallur Road, Singapore",1,16-11-18,"1.3123104, 103.9321836",East Coast Parkway ,0.2,0.2,0.2,0.2,28.1,30.1,26.1,9,21.2
"Nallur Road (Hua Xin Court), Singapore",1,16-11-18,"1.3112070, 103.9334030",East Coast Parkway ,0.2,0.2,0.2,0.2,28.1,30.1,26.1,9,21.2
"Upper East Coast Road, Singapore",1,16-11-18,"1.3148748, 103.9402579",Chai Chee ,0,0,0,0,—,—,—,—,—
"Mei Ling Street (Blk 157), Singapore",1,16-11-18,"1.2930056, 103.8035591",Queenstown ,0,0,0,0,—,—,—,—,—
"Mei Ling Street (Blk 160), Singapore",3,16-11-18,"1.2921971, 103.8042835",Queenstown ,0,0,0,0,—,—,—,—,—
"Cassia Crescent (Blk 52), Singapore",1,16-11-18,"1.3106881, 103.8851742",Marine Parade ,0,0,0,0,—,—,—,—,—
"Cassia, Singapore",2,16-11-18,"1.2494479, 103.8244400",Sentosa Island ,0,0,0,0,28.3,32.1,25.6,3.6,16.9
"Lorong 20 Geylang, Singapore",1,16-11-18,"1.3113580, 103.8813418",Marine Parade ,0,0,0,0,—,—,—,—,—
"Lorong 22 Geylang, Singapore",1,16-11-18,"1.3115181, 103.8822222",Marine Parade ,0,0,0,0,—,—,—,—,—
"Lorong 20 Geylang (#1 Suites), Singapore",1,16-11-18,"1.3124748, 103.8815441",Marine Parade ,0,0,0,0,—,—,—,—,—
"Tampines Street 12 (Blk 158), Singapore",2,16-11-18,"1.3514619, 103.9458964",Simei ,0,0,0,0,—,—,—,—,—
"Tampines Street 21 (Blk 248), Singapore",1,16-11-18,"1.3521081, 103.9472639",Simei ,0,0,0,0,—,—,—,—,—
"Clementi Avenue 5 (Blk 341), Singapore",1,16-11-18,"1.3190999, 103.7690618",Clementi ,0.2,0.2,0.2,0.2,27.9,32.2,24.5,3.6,19.1
"Clementi Avenue 5 (Blk 381), Singapore",1,16-11-18,"1.3185204, 103.7679754",Clementi ,0.2,0.2,0.2,0.2,27.9,32.2,24.5,3.6,19.1
"Dunman Road, Singapore",2,16-11-18,"1.3095418, 103.8961544",Marine Parade ,0,0,0,0,—,—,—,—,—
"Edgedale Plains (Blk 120A), Singapore",1,19-11-18,"1.3941872, 103.9081417",Punggol ,42.2,22.8,34.8,41,—,—,—,—,—
"Edgefield Plains (Blk 112), Singapore",1,19-11-18,"1.3962889, 103.9071210",Punggol ,42.2,22.8,34.8,41,—,—,—,—,—
"Edgefield Plains (Blk 114), Singapore",1,19-11-18,"1.3961984, 103.9074254",Punggol ,42.2,22.8,34.8,41,—,—,—,—,—
"Edgefield Plains (Blk 116), Singapore",2,19-11-18,"1.3952440, 103.9067580",Punggol ,42.2,22.8,34.8,41,—,—,—,—,—
"Edgefield Plains (Blk 117), Singapore",4,19-11-18,"1.3956710, 103.9062990",Punggol ,42.2,22.8,34.8,41,—,—,—,—,—
"Edgefield Plains (Blk 118), Singapore",1,19-11-18,"1.3959870, 103.9060130",Punggol ,42.2,22.8,34.8,41,—,—,—,—,—
"Nallur Road, Singapore",1,19-11-18,"1.3123104, 103.9321836",East Coast Parkway ,2,1.2,2,2,27.3,29.3,25.3,11.2,29.5
"Nallur Road (Hua Xin Court), Singapore",1,19-11-18,"1.3112070, 103.9334030",East Coast Parkway ,2,1.2,2,2,27.3,29.3,25.3,11.2,29.5
"Upper East Coast Road, Singapore",1,19-11-18,"1.3148748, 103.9402579",Chai Chee ,5.6,3.2,4.4,5.6,—,—,—,—,—
"Mei Ling Street (Blk 157), Singapore",1,19-11-18,"1.2930056, 103.8035591",Queenstown ,2.6,1,1.6,2.4,—,—,—,—,—
"Mei Ling Street (Blk 160), Singapore",3,19-11-18,"1.2921971, 103.8042835",Queenstown ,2.6,1,1.6,2.4,—,—,—,—,—
"Cassia Crescent (Blk 52), Singapore",1,19-11-18,"1.3106881, 103.8851742",Marine Parade ,7,2.8,4.6,5.8,—,—,—,—,—
"Cassia Crescent (Blk 54), Singapore",2,19-11-18,"1.3101060, 103.8846305",Marine Parade ,7,2.8,4.6,5.8,—,—,—,—,—
"Lorong 20 Geylang, Singapore",1,19-11-18,"1.3113580, 103.8813418",Marine Parade ,7,2.8,4.6,5.8,—,—,—,—,—
"Lorong 22 Geylang, Singapore",1,19-11-18,"1.3115181, 103.8822222",Marine Parade ,7,2.8,4.6,5.8,—,—,—,—,—
"Lorong 20 Geylang (#1 Suites), Singapore",1,19-11-18,"1.3124748, 103.8815441",Marine Parade ,7,2.8,4.6,5.8,—,—,—,—,—
"North Bridge Road (Blk 467), Singapore",2,19-11-18,"1.3052540, 103.8628852",Nicoll Highway ,11.8,4,6.4,10.8,—,—,—,—,—
"North Bridge Road (Blk 468), Singapore",1,19-11-18,"1.3053977, 103.8632243",Nicoll Highway ,11.8,4,6.4,10.8,—,—,—,—,—
"Tampines Street 12 (Blk 158), Singapore",2,19-11-18,"1.3514619, 103.9458964",Simei ,3.8,3,3.6,3.8,—,—,—,—,—
"Clementi Avenue 5 (Blk 341), Singapore",1,19-11-18,"1.3190999, 103.7690618",Clementi ,5.6,3.2,4.6,5.4,26.9,33.3,23.7,3.6,33.1
"Clementi Avenue 5 (Blk 381), Singapore",1,19-11-18,"1.3185204, 103.7679754",Clementi ,5.6,3.2,4.6,5.4,26.9,33.3,23.7,3.6,33.1
"Dunman Road, Singapore",2,19-11-18,"1.3095418, 103.8961544",Marine Parade ,7,2.8,4.6,5.8,—,—,—,—,—
"Edgedale Plains (Blk 109C), Singapore",1,23-11-18,"1.3951820, 103.9092790",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Edgedale Plains (Blk 120A), Singapore",2,23-11-18,"1.3941872, 103.9081417",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Edgefield Plains (Blk 112), Singapore",2,23-11-18,"1.3962889, 103.9071210",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Edgefield Plains (Blk 114), Singapore",2,23-11-18,"1.3961984, 103.9074254",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Edgefield Plains (Blk 116), Singapore",2,23-11-18,"1.3952440, 103.9067580",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Edgefield Plains (Blk 117), Singapore",4,23-11-18,"1.3956710, 103.9062990",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Edgefield Plains (Blk 118), Singapore",2,23-11-18,"1.3959870, 103.9060130",Punggol ,2.6,2.4,2.6,2.6,—,—,—,—,—
"Nallur Road, Singapore",1,23-11-18,"1.3123104, 103.9321836",East Coast Parkway ,—,—,—,—,—,—,—,—,—
"Nallur Road (Hua Xin Court), Singapore",1,23-11-18,"1.3112070, 103.9334030",East Coast Parkway ,—,—,—,—,—,—,—,—,—
"Upper East Coast Road (Eastern Lagoon), Singapore",3,23-11-18,"1.3138181, 103.9329333",East Coast Parkway ,—,—,—,—,—,—,—,—,—
"Cassia Crescent (Blk 52), Singapore",1,23-11-18,"1.3106881, 103.8851742",Marine Parade ,3.6,2.6,3.4,3.6,—,—,—,—,—
"Cassia Crescent (Blk 54), Singapore",3,23-11-18,"1.3101060, 103.8846305",Marine Parade ,3.6,2.6,3.4,3.6,—,—,—,—,—
"Choa Chu Kang North 5 (Blk 751), Singapore",1,23-11-18,"1.3924687, 103.7479015",Choa Chu Kang (South) ,7.4,6.6,6.6,6.8,27.1,32.8,24.6,4.7,23
"Choa Chu Kang North 5 (Blk 754), Singapore",1,23-11-18,"1.3922935, 103.7465437",Choa Chu Kang (South) ,7.4,6.6,6.6,6.8,27.1,32.8,24.6,4.7,23
"Choa Chu Kang North 5 (Blk 760), Singapore",1,23-11-18,"1.3931510, 103.7472453",Choa Chu Kang (South) ,7.4,6.6,6.6,6.8,27.1,32.8,24.6,4.7,23
"Lorong 20 Geylang, Singapore",1,23-11-18,"1.3113580, 103.8813418",Marine Parade ,3.6,2.6,3.4,3.6,—,—,—,—,—
"Lorong 22 Geylang, Singapore",1,23-11-18,"1.3115181, 103.8822222",Marine Parade ,3.6,2.6,3.4,3.6,—,—,—,—,—
"Lorong 20 Geylang (#1 Suites), Singapore",1,23-11-18,"1.3124748, 103.8815441",Marine Parade ,3.6,2.6,3.4,3.6,—,—,—,—,—
"Siglap Road (Mandarin Gardens), Singapore",3,23-11-18,"1.3072883, 103.9241261",East Coast Parkway ,—,—,—,—,—,—,—,—,—
"Tampines Street 21 (Blk 248), Singapore",1,23-11-18,"1.3521081, 103.9472639",Simei ,2.6,1.8,2.4,2.6,—,—,—,—,—
"Ang Mo Kio Avenue 3 (Blk 343), Singapore",1,23-11-18,"1.3683603, 103.8491162",Ang Mo Kio ,0.8,0.6,0.8,0.8,27.6,32,25.1,4.7,22.7
"Ang Mo Kio Avenue 3 (Blk 344), Singapore",1,23-11-18,"1.3679934, 103.8492068",Ang Mo Kio ,0.8,0.6,0.8,0.8,27.6,32,25.1,4.7,22.7
"Fernvale Road (Blk 453C), Singapore",1,23-11-18,"1.3938150, 103.8750263",Buangkok ,0.2,0.2,0.2,0.2,—,—,—,—,—
"Edgedale Plains (Blk 109C), Singapore",1,26-11-18,"1.3951820, 103.9092790",Punggol ,7.2,6,6,6,—,—,—,—,—
"Edgedale Plains (Blk 120A), Singapore",2,26-11-18,"1.3941872, 103.9081417",Punggol ,7.2,6,6,6,—,—,—,—,—
"Edgefield Plains (Blk 112), Singapore",2,26-11-18,"1.3962889, 103.9071210",Punggol ,7.2,6,6,6,—,—,—,—,—
"Edgefield Plains (Blk 114), Singapore",2,26-11-18,"1.3961984, 103.9074254",Punggol ,7.2,6,6,6,—,—,—,—,—
"Edgefield Plains (Blk 116), Singapore",2,26-11-18,"1.3952440, 103.9067580",Punggol ,7.2,6,6,6,—,—,—,—,—
"Edgefield Plains (Blk 117), Singapore",4,26-11-18,"1.3956710, 103.9062990",Punggol ,7.2,6,6,6,—,—,—,—,—
"Edgefield Plains (Blk 118), Singapore",2,26-11-18,"1.3959870, 103.9060130",Punggol ,7.2,6,6,6,—,—,—,—,—
"Nallur Road, Singapore",1,26-11-18,"1.3123104, 103.9321836",East Coast Parkway ,9,6.4,6.4,8.2,27.9,29.8,24.2,11.2,35.6
"Upper East Coast Road, Singapore",1,26-11-18,"1.3148748, 103.9402579",Chai Chee ,10.2,7.6,7.6,9.6,—,—,—,—,—
"Upper East Coast Road (Eastern Lagoon), Singapore",3,26-11-18,"1.3138181, 103.9329333",East Coast Parkway ,9,6.4,6.4,8.2,27.9,29.8,24.2,11.2,35.6
"Cassia Crescent (Blk 52), Singapore",1,26-11-18,"1.3106881, 103.8851742",Marine Parade ,8.2,6,6.4,8,—,—,—,—,—
"Cassia Crescent (Blk 54), Singapore",4,26-11-18,"1.3101060, 103.8846305",Marine Parade ,8.2,6,6.4,8,—,—,—,—,—
"Choa Chu Kang North 5 (Blk 751), Singapore",1,26-11-18,"1.3924687, 103.7479015",Choa Chu Kang (South) ,4.6,1.4,2.2,4,28.2,32.9,23.7,5,56.2
"Choa Chu Kang North 5 (Blk 754), Singapore",1,26-11-18,"1.3922935, 103.7465437",Choa Chu Kang (South) ,4.6,1.4,2.2,4,28.2,32.9,23.7,5,56.2
"Choa Chu Kang North 5 (Blk 760), Singapore",1,26-11-18,"1.3931510, 103.7472453",Choa Chu Kang (South) ,4.6,1.4,2.2,4,28.2,32.9,23.7,5,56.2
"Siglap Road (Mandarin Gardens), Singapore",3,26-11-18,"1.3072883, 103.9241261",East Coast Parkway ,9,6.4,6.4,8.2,27.9,29.8,24.2,11.2,35.6
"Tampines Street 12 (Blk 158), Singapore",2,26-11-18,"1.3514619, 103.9458964",Simei ,12.8,8.4,8.4,8.4,—,—,—,—,—
"Ang Mo Kio Avenue 3 (Blk 343), Singapore",1,26-11-18,"1.3683603, 103.8491162",Ang Mo Kio ,3.8,1.6,2,2,27.9,32.4,23.9,4.7,31.3
"Ang Mo Kio Avenue 3 (Blk 344), Singapore",1,26-11-18,"1.3679934, 103.8492068",Ang Mo Kio ,3.8,1.6,2,2,27.9,32.4,23.9,4.7,31.3
"Evelyn Road (Residences @ Evelyn), Singapore",1,26-11-18,"1.3155965, 103.8394368",Newton ,13.2,9.4,10,12.6,28.2,33,22.3,5,39.6
"Gilstead Road (Gilstead Two), Singapore",1,26-11-18,"1.3152175, 103.8384991",Newton ,13.2,9.4,10,12.6,28.2,33,22.3,5,39.6
"Fernvale Road (Blk 453C), Singapore",1,26-11-18,"1.3938150, 103.8750263",Buangkok ,6.2,4.4,4.6,4.6,—,—,—,—,—
"Redhill Close (Blk 22), Singapore",1,26-11-18,"1.2866478, 103.8179714",Queenstown ,12,7.8,8.4,11.2,—,—,—,—,—
"Redhill Lane (Blk 83), Singapore",1,26-11-18,"1.2869863, 103.8192741",Queenstown ,12,7.8,8.4,11.2,—,—,—,—,—
"Edgedale Plains (Blk 109C), Singapore",1,30-11-18,"1.3951820, 103.9092790",Punggol ,2.4,1.2,1.4,1.6,—,—,—,—,—
"Edgedale Plains (Blk 120A), Singapore",2,30-11-18,"1.3941872, 103.9081417",Punggol ,2.4,1.2,1.4,1.6,—,—,—,—,—
"Edgefield Plains (Blk 111), Singapore",1,30-11-18,"1.3967650, 103.9068480",Punggol ,2.4,1.2,1.4,1.6,—,—,—,—,—
