Cantonment Close (Blk 18),"1.2738709, 103.8394238"
Nathan Road Nathan Suites),"1.2949977, 103.8269575"
lkaff Crescent,"1.3337279, 103.8707567"
roadrick Road,"1.3013538, 103.8906425"
Hougang Avenue 8 (Blk 658),"1.3734161, 103.8825132"
Pasir Ris Street 21 (Blk 230),"1.3727523, 103.9609451"
Pasir Ris Drive 6 (Blk 473),"1.3745315, 103.9573188"
Dedap Road,"1.3882563, 103.8653032"
Macpherson Lane,"1.3319148, 103.8851790"
Chu Kang escent lk 660),"1.4010562, 103.7498703"
Pasir Ris Street 11 (Blk 121),"1.3668590, 103.9545084"
Woodlands Avenue 1 (Blk 572A),"1.4308820, 103.7895750"
Choa Chu ang Avenue 4 (Blk 421),"1.3817508, 103.7407281"
Elias Road (Oasis @ Elias),"1.3776674, 103.9417030"
Tai Hwan Walk,"1.3566108, 103.8613311"
Choa Chu ang Avenue 3 (Blk 411),"1.3810160, 103.7409997"
Jurong East Street 21 (Blk 233),"1.3403469, 103.7409092"
Bishan Street 22 (Blk 236),"1.3590695, 103.8470327"
Woodlands Industrial Park E3,"1.4539923, 103.7975901"
Bishan Street 24 (Blk 265),"1.3584660, 103.8420835"
ougang Street 51 (Blk 559),"1.3800420, 103.8894920"
hoa Chu Kang Avenue 4 (Blk 430),"1.3838220, 103.7411110"
Yishun Avenue 5 (Blk 703),"1.4296282, 103.8289170"
Pending Road (Blk 129),"1.3757114, 103.7704198"
ing Road ueens),"1.2930430, 103.8062400"
Jalan Tenaga (Blk 657),"1.3339562, 103.9072169"
hoa Chu Kang Avenue 4 (Blk 421),"1.3817508, 103.7407281"
orth Avenue 2 lk 517),"1.3310677, 103.9291271"
Jalan Gelenggang,"1.3746426, 103.8302701"
nds Drive 73 k 684B),"1.4418124, 103.8048268"
Woodlands Rise (Blk 784A),"1.4452258, 103.8052006"
Loyang View,"1.3664613, 103.9573950"
Shunfu Road (Blk 309),"1.3509243, 103.8382498"
Bedok eservoir Road (Blk 140),"1.3348915, 103.9131756"
Defu Lane 9,"1.3512164, 103.8935144"
Sembawang Drive (Blk 481),"1.4528522, 103.8150827"
Bedok Reservoir Road (Blk 609),"1.3318329, 103.9131117"
Chai Chee Street (Blk 54),"1.3296502, 103.9211511"
Woodlands Drive 70 (Blk 716),"1.4415010, 103.7997736"
Ang Mo Kio Avenue 1 (Blk 310C),"1.3646259, 103.8448690"
Woodlands Drive 14 (Blk 536),"1.4314704, 103.7917873"
Bishan Street 23 (Blk 225),"1.3587001, 103.8475762"
Pasir Ris Street 13 (Blk 153),"1.3637338, 103.9629396"
Bedok Reservoir Road (Blk 641),"1.3318818, 103.9052684"
Rivervale Drive (Blk 186C),"1.3927780, 103.9051580"
Choa Chu Kang Street 51 (Blk 523),"1.3917043, 103.7407960"
Holland Close (Blk 30A),"1.3075803, 103.7971977"
Selatar Road (The Greenwich),"1.3873715, 103.8692753"
Tampines Street 41 (Blk 426),"1.3595756, 103.9479813"
Bedok Reservoir Road (Blk 626),"1.3344378, 103.9157132"
Tanjong Rhu Road (La Ville),"1.2993053, 103.8843903"
Thomson Terrace,"1.3777210, 103.8315542"
Lorong 7 Toa Payoh (Blk 15),"1.3359415, 103.8590840"
7A Geylang s Green),"1.3143950, 103.8846230"
19 Geylang,"1.3141101, 103.8791277"
Jellicoe Road (Blk 816),"1.3070990, 103.8611667"
Woodlands Ring Road (Blk 611),"1.4354763, 103.7967676"
Punggol Central (Blk 645),"1.3977830, 103.9162570"
Simei Street 1 (Blk 107),"1.3423571, 103.9508822"
Mei Ling Street (Blk 148),"1.2944356, 103.8043036"
Guillemard Cresent,"1.3093205, 103.8808856"
io Avenue Windsor),The address probably not exists
Ang Mo Kio Avenue 10 (Blk 415),"1.3645244, 103.8536456"
engkang East Way (Blk 121D),"1.3858111, 103.9054950"
Bedok North Avenue 1 (Blk 550),"1.3324693, 103.9264548"
Lew Lian,"1.3503431, 103.8773085"
Woodlands Avenue 6 (Blk 788),"1.4432995, 103.8017480"
es Street 22 lk 281),"1.3490889, 103.9510797"
Hougang Avenue 3 (Blk 1),"1.3641651, 103.8929442"
Bukit Batok West Avenue 5 (Blk 384),"1.3628829, 103.7521786"
alan Tua Kong (Park East),"1.3180564, 103.9250261"
Choa Chu Kang Avenue 4 (Blk 439),"1.3837940, 103.7398530"
Eastwood Drive,"1.3233243, 103.9557363"
Woodlands Avenue 6 (Blk 790),"1.4429263, 103.8027441"
Ang Mo Kio Avenue 10 (Blk 417),"1.3650281, 103.8551856"
20 Geylang Suites),"1.3124748, 103.8815441"
Bedok North Street 2 (Blk 127),"1.3279447, 103.9378287"
Woodlands Street 13 (Blk 151),"1.4353947, 103.7742222"
Jelapang Road (Blk 532),"1.3847617, 103.7647163"
Bedok North Avenue 4 (Blk 103),"1.3334342, 103.9374662"
Jurong West Street 81 (Blk 851),"1.3467119, 103.6923150"
Woodlands Drive 73 (Blk 684D),"1.4413742, 103.8044646"
ngklong Lane (Faber Garden Condominium),"1.3626655, 103.8296369"
orong Ah Soo (Blk 134),"1.3504908, 103.8865333"
hee Drive lk 55),The address probably not exists
Queensway (Blk 168A),"1.2889285, 103.8035364"
nds Drive 75 k 690C),"1.4429678, 103.8079058"
Joo Seng Road (Blk 11),"1.3350731, 103.8807170"
ukit Road 3,"1.3366588, 103.9041606"
Bishan Street 13 (Blk 187),"1.3495227, 103.8515620"
g Avenue 10 lk 511),"1.3669420, 103.8565960"
ga Avenue,"1.2837366, 103.8591923"
Circuit Road (Blk 58),"1.3250205, 103.8863521"
Jalan Klinik (Blk 30),"1.2876840, 103.8282883"
Chai Chee Avenue (Blk 29),"1.3248768, 103.9242327"
hee Street lk 50),The address probably not exists
Jalan Seaview,"1.3008280, 103.8959163"
Tampines Street 41 (Blk 409),"1.3591539, 103.9449899"
Bishan Street 13 (Blk 185),"1.3497371, 103.8524679"
Tampines Street 11 (Blk 107),"1.3483749, 103.9480720"
edok Reservoir Road (Blk 644),"1.3309111, 103.9054723"
Woodsville Close,"1.3296926, 103.8679596"
Yishun Avenue 9 (Nine Residences),"1.4328059, 103.8412999"
Toa Payoh East (Blk 23),"1.3345557, 103.8570880"
Jurong East Street 24 (Blk 261),"1.3445315, 103.7404587"
Woodlands Crescent (Blk 788D),"1.4439563, 103.8023818"
Lew Lian Vale (Jade Residences),"1.3491666, 103.8779986"
Choa Chu Kang Avenue 2 (Blk 295),"1.3782547, 103.7409943"
Chai Chee Avenue (Blk 37),"1.3254507, 103.9262267"
Ang Mo Kio Avenue 10 (Blk 463),"1.3669193, 103.8574503"
hee Street lk 53),The address probably not exists
Neram Crescent,"1.3856943, 103.8671064"
Simei Street 4 (Blk 222),"1.3415715, 103.9569788"
Jurong West Street 41 (Blk 466),"1.3499814, 103.7226300"
Mandai Estate,"1.4069266, 103.7587164"
ommonwealth Crescent (Blk 113),"1.3068443, 103.7979674"
Frankel Close,"1.3182829, 103.9146484"
Bedok North Street 3 (Blk 554),"1.3326826, 103.9282207"
Bukit Timah Road (The Cascadia),"1.3335339, 103.7877519"
Pasir Ris Street 52 (Blk 517),"1.3747766, 103.9438341"
Woodlands Drive 14 (Blk 506),"1.4325034, 103.7908819"
Tampines Avenue 4 (Blk 811),"1.3465343, 103.9373755"
Ang Mo Kio Avenue 10 (Blk 419),"1.3654002, 103.8541891"
Sims Drive (Blk 50),"1.3165098, 103.8783809"
Lengkong Empat,"1.3281155, 103.9127553"
Pasir Ris Street 51 (Blk 565),"1.3689528, 103.9502703"
Teck Whye Lane (Blk 112),"1.3775065, 103.7518617"
Jalan Rimau,"1.3291477, 103.9072345"
hoa Chu Kang Avenue 3 (Blk 406),"1.3804327, 103.7404566"
Tampines Avenue 4 (Blk 945),"1.3509808, 103.9405481"
Joo Seng Road (Blk 19),"1.3345130, 103.8807412"
Choa Chu Kang Avenue 2 (Blk 296),"1.3774210, 103.7407590"
Woodlands Circle (Blk 742),"1.4439226, 103.7959526"
Tampines Avenue 9 (Blk 499C),"1.3587962, 103.9559815"
Jalan Chermai,"1.3859289, 103.8728598"
Woodlands Drive 62 (Blk 694A),"1.4390027, 103.8040024"
Lorong 3 Geylang,"1.3150551, 103.8730623"
Jurong West Street 64 (Blk 677C),"1.3453951, 103.7048016"
Somme Road,"1.3112340, 103.8583515"
Guillemard Road (Guillemard Suites),"1.3106100, 103.8825340"
Pasir Ris Drive 6 (Blk 454),"1.3720372, 103.9580440"
Anchorvale Road (Blk 308C),"1.3896444, 103.8863974"
hoa Chu Kang Avenue 3 (Blk 412),"1.3818150, 103.7422669"
Upper erangoon View (Rio Vista),"1.3732500, 103.9015266"
Chestnut Gardens,"1.3691931, 103.7685616"
Tampines Street 41 (Blk 423),"1.3571596, 103.9479813"
Jurong West Street 41 (Blk 476),"1.3476652, 103.7241229"
Simei Street 1 (Blk 256),"1.3429191, 103.9517661"
Tampines Street 41 (Blk 424),"1.3574329, 103.9481853"
Choa Chu Kang Avenue 3 (Blk 281),"1.3810032, 103.7431720"
sland Gardens Walk,"1.3619496, 103.8290949"
Yishun Avenue 11 (Blk 349),"1.4260164, 103.8435905"
Holland Close (Blk 5),"1.3075308, 103.7962242"
Jalan Angin Laut,"1.3369845, 103.9550660"
nds Crescent k 788B),"1.4438316, 103.8012232"
Lengkong Tiga,"1.3243821, 103.9114700"
Fort Road (One Fort),"1.3001960, 103.8851470"
Potong Pasir Avenue 3 (Blk 142),"1.3333312, 103.8671429"
Sin Ming Avenue (Flame Tree Park),"1.3599338, 103.8292359"
Lorong 19 Geylang,"1.3141101, 103.8791277"
Defu Lane 8,"1.3563868, 103.8960873"
Tampines Street 11 (Blk 113),"1.3465551, 103.9463496"
Jurong West Street 61 (Blk 643),"1.3393051, 103.6956375"
Bedok Reservoir View (Blk 761),"1.3362352, 103.9339311"
Hougang Street 11 (Blk 154),"1.3522129, 103.8800095"
Serangoon Central (Blk 413),"1.3491725, 103.8740296"
Gangsa Road (Blk 146),"1.3755348, 103.7661874"
orong L Telok Kurau (Blue Coral),"1.3127972, 103.9144150"
Tanjong Katong Road,"1.3078724, 103.8952083"
Bedok North Avenue 1 (Blk 552),"1.3318804, 103.9277675"
Jurong West Street 91 (Blk 947),"1.3436448, 103.6905951"
Yishun Avenue 5 (Blk 734),"1.4293732, 103.8308601"
Jalan Setia,"1.3333961, 103.8803534"
Lorong 40 Geylang (The Sunny Spring),"1.3125611, 103.8895007"
Tampines Street 91 (Blk 928),"1.3459990, 103.9401590"
homson Ridge,"1.3518422, 103.8336427"
hoa Chu Kang Avenue 2 (Blk 276),"1.3796044, 103.7441677"
5A Geylang,"1.3129710, 103.8851480"
Lorong Ah Soo (Blk 131),"1.3515080, 103.8870660"
Reservoir View lk 763),"1.3362289, 103.9350188"
Circuit Road (Blk 57),"1.3247267, 103.8865333"
nds Crescent rthoaks),"1.4450383, 103.8056829"
Bishan Street 23 (Blk 224),"1.3589920, 103.8477574"
Choa Chu Kang Avenue 3 (Blk 472),"1.3790563, 103.7376507"
Simei Street 1 (Blk 112),"1.3429686, 103.9495451"
Tampines Street 41 (Blk 410),"1.3587804, 103.9462590"
Pasir Ris Drive 6 (Blk 428),"1.3694510, 103.9564870"
Boon Lay Place (Blk 208),"1.3473196, 103.7141227"
Woodlands Street 81 (Blk 806),"1.4413375, 103.7866262"
Lorong Ah Soo (Blk 129),"1.3515090, 103.8877113"
Strathmore Avenue (Blk 59),"1.2931824, 103.8112565"
Lengkok Mariam,"1.3630357, 103.9693674"
hee Road lk 62),The address probably not exists
Yunnan Crescent,"1.3385142, 103.6921797"
Mergui Road (Pristine Heights),"1.3170939, 103.8519834"
Lorong 33 Geylang,"1.3152493, 103.8877557"
Rivervale Crescent (Blk 157C),"1.3878680, 103.9077520"
cation,The address probably not exists
Upper East Coast Road,"1.3148748, 103.9402579"
Admiralty Drive (Blk 469A),"1.4499075, 103.8134300"
Ang Mo Kio Avenue 10 (Blk 418),"1.3650350, 103.8540079"
Pasir Ris Street 21 (Blk 203),"1.3670346, 103.9619424"
Woodlands Circle (Blk 767),"1.4462623, 103.7974920"
ougang Street 11 (The Minton),"1.3517738, 103.8812648"
Yishun Street 22 (Blk 259),"1.4351868, 103.8391565"
Bukit Batok Street 21 (Blk 211),"1.3463788, 103.7504160"
Compassvale Link (Blk 275C),"1.3832360, 103.8939600"
Bedok North Street 1 (Blk 201),"1.3260977, 103.9282207"
is Street 41 lk 465),"1.3501976, 103.7232635"
Choa Chu Kang Central (Blk 210),"1.3824402, 103.7481504"
Boon Lay Drive (Blk 198),"1.3443830, 103.7143270"
Amber Road (King's Mansion),"1.2999200, 103.8990300"
lands Ring Road lk 606),"1.4365020, 103.7967980"
Ang Mo Kio Avenue 10 (Blk 444),"1.3666375, 103.8555479"
Yishun Ring Road (Blk 139),"1.4317460, 103.8313660"
Bishan Street 22 (Blk 258),"1.3598274, 103.8426847"
Marine Terrace (Blk 53),"1.3051731, 103.9163476"
hoa Chu Kang Street 51 (Blk 537),"1.3920700, 103.7442219"
Choa Chu Kang Avenue 1 (Blk 132),"1.3811045, 103.7508660"
Jalan Pelatina,"1.3509368, 103.8346689"
Aljunied Crescent (Blk 109),"1.3194688, 103.8844492"
Upper Serangoon Road,"1.3576474, 103.8824703"
Venus Road,"1.3585322, 103.8280236"
Jelapang Road (Blk 522),"1.3863666, 103.7660743"
Jalan Satu,"1.3092984, 103.8867443"
g Avenue 1 lk 112),"1.3102836, 103.7685092"
Hougang Avenue 4 (Blk 603),"1.3715962, 103.8860207"
Chai Chee Road (Blk 1),"1.3280646, 103.9225418"
Rivervale Drive (Blk 186D),"1.3932008, 103.9057568"
Bedok eservoir Road (Blk 710),"1.3356353, 103.9237795"
nds Drive 72 lk 794),"1.4434388, 103.8044632"
nds Drive 73 k 684A),"1.4412235, 103.8050985"
Telok Kurau Road Parc Elegance),"1.3177338, 103.9086405"
ampines Street 34 (Blk 366),"1.3575931, 103.9613984"
Woodlands Drive 14 (Blk 502),"1.4332317, 103.7917873"
Lorong Marican,"1.3221269, 103.9083895"
nds Drive 72 lk 795),"1.4434388, 103.8044632"
Bedok North Avenue 1 (Blk 520),"1.3305249, 103.9280848"
Choa Chu Kang Street 51 (Blk 524),"1.3915737, 103.7411807"
Woodlands Drive 73 (Blk 682C),"1.4406338, 103.8043637"
Woodlands Drive 16 (Blk 546),"1.4297691, 103.7939605"
Woodlands Rise (Blk 784B),"1.4456385, 103.8048483"
Pasir Ris Street 21 (Blk 238),"1.3738004, 103.9632570"
Hougang Avenue 8 (Blk 501),"1.3721664, 103.8868958"
es Street 41 lk 414),"1.4293302, 103.7731592"
Tampines Street 41 (Blk 405),"1.3577816, 103.9449219"
Jalan Tenaga (Blk 645),"1.3317186, 103.9067500"
Jalan Damai (Blk 665),"1.3341158, 103.9081004"
Woodlands Drive 14 (Blk 504),"1.4329409, 103.7913346"
Bedok North Road (Blk 428),"1.3295047, 103.9273597"
Upper Bukit Timah Road (The Hillside),"1.3522520, 103.7681480"
Bishan Street 22 (Blk 243),"1.3610015, 103.8446233"
Teck Whye Avenue (Blk 7),"1.3815225, 103.7545774"
Tampines Street 41 (Blk 407),"1.3582022, 103.9449899"
hee Avenue lk 29A),"1.3316698, 103.8711799"
Chestnut Avenue,"1.3707347, 103.7767915"
Eunos Crescent (Blk 18),"1.3238223, 103.9044705"
Chai Chee Road (Blk 804),"1.3245967, 103.9220574"
Woodlands Drive 70 (Blk 709),"1.4403128, 103.7980353"
Yishun Street 61 (Blk 635),"1.4192320, 103.8387090"
Marine Terrace (Blk 17),"1.3037229, 103.9141725"
Tampines Street 71 (Blk 715),"1.3596391, 103.9371942"
Jurong East Street 13 (Blk 110),"1.3391271, 103.7364741"
Ang Mo Kio Avenue 8 (Blk 510),"1.3734149, 103.8492068"
Corporation Road (Lakeholmz),"1.3419557, 103.7163175"
nds Drive 75 k 691D),"1.4425784, 103.8070288"
Lengkok Tiga,"1.3243821, 103.9114700"
Jalan Kechubong,"1.3858384, 103.8761856"
Sembawang Drive (Blk 478),"1.4525509, 103.8163053"
hiat Place,"1.3143557, 103.9068343"
Pasir Ris Street 12 (Blk 190),"1.3652971, 103.9585880"
Portchester Avenue,"1.3664403, 103.8640982"
Senang Crescent,"1.3280301, 103.9171618"
Admiralty Drive (Blk 469B),"1.4484762, 103.8133847"
Jalan Selaseh,"1.3849814, 103.8726916"
Lorong 6 Realty Park,"1.3686350, 103.8887980"
Bishan Street 24 (Blk 288),"1.3569571, 103.8450399"
nds Drive 62 k 683C),"1.4412347, 103.8032874"
Lorong 1 Toa Payoh (Blk 148),"1.3346877, 103.8436585"
Tampines Street 22 (Blk 299B),"1.3495150, 103.9541470"
Lor Sarina (Casa Sarina),"1.3204857, 103.9070928"
Anchorvale Road (Blk 350),"1.3929231, 103.8865560"
Lorong 4 Toa Payoh (Blk 66),"1.3350292, 103.8517446"
Hazel Park Terrace (Hazel Park Condominium),"1.3717218, 103.7642820"
Gerald Drive Seletar Springs Condo),"1.3875804, 103.8790746"
Jurong West Street 52 (Blk 513),"1.3475057, 103.7200051"
Bendemeer Road (Blk 39A),"1.3201610, 103.8663880"
Woodlands Drive 40 (Blk 701),"1.4417932, 103.7960431"
Potong Pasir Avenue 1 (Blk 109),"1.3347890, 103.8674998"
Rivervale Drive (Blk 186A),"1.3929160, 103.9057840"
g Ong Lye,"1.3479061, 103.8790427"
Lorong Lew Lian (Blk 6),"1.3494464, 103.8772913"
Norris Road,"1.3079755, 103.8539017"
Buangkok Crescent (Blk 979A),"1.3796091, 103.8788290"
Commonwealth Drive (Blk 94),"1.3056764, 103.8007519"
Bukit Batok Street 11 (Blk 163),"1.3481081, 103.7426319"
g Avenue 8 lk 679),"1.3747735, 103.8883372"
Pasir Ris Drive 6 (Blk 409),"1.3729387, 103.9542364"
Woodlands Street 81 (Blk 808),"1.4424110, 103.7869890"
Pasir Ris Street 21 (Blk 213),"1.3684269, 103.9617610"
Fajar Road (Blk 403),"1.3811496, 103.7680659"
Lorong Ah Soo (Blk 128),"1.3517360, 103.8864427"
ands Circle lk 767),"1.4444853, 103.7980850"
Bedok North Street 3 (Blk 507),"1.3309550, 103.9221341"
Geylang East Avenue 2 (Simsville),"1.3169451, 103.8887681"
Tampines Street 24 (Blk 222),"1.3555213, 103.9526953"
Senja Road (Blk 629),"1.3865534, 103.7592846"
Klang Lane (Blk 671B),"1.3092930, 103.8525900"
Jalan Khamis,"1.3534454, 103.8379672"
Pasir Ris Drive 4 (Blk 480),"1.3748399, 103.9592831"
Hougang Avenue 6 (Blk 520),"1.3735940, 103.8901352"
Bedok North Road (Blk 183),"1.3263854, 103.9418172"
Pasir Ris Drive 4 (Blk 478),"1.3747301, 103.9587576"
Meyer Road,"1.2971589, 103.8913837"
Bedok North Road (Blk 77),"1.3287254, 103.9419985"
Upper Changi Road (Palm Woods),"1.3324658, 103.9473764"
Serangoon Central (Blk 425),"1.3481568, 103.8750185"
Lakme Street,"1.3178652, 103.9269418"
Serangoon Terrace,"1.3477123, 103.8777667"
Marine Terrace (Blk 19),"1.3048157, 103.9148975"
Ang Mo Kio Avenue 3 (Blk 428),"1.3689887, 103.8543703"
Tampines Street 44 (Blk 462),"1.3589482, 103.9550523"
orong Melayu (Palmera East),"1.3210080, 103.9101733"
Tampines Avenue 4 (Blk 815),"1.3473389, 103.9374662"
Woodlands Avenue 4 (Blk 844),"1.4439215, 103.7931682"
Hai Sing Road,"1.3657267, 103.8934211"
Woodlands Ring Road (Blk 655),"1.4375948, 103.7983975"
Bright Hill Drive (Thomson Three),"1.3568262, 103.8318022"
Ring Road lk 402),"1.4266760, 103.8473060"
nds Drive 14 k 502A),"1.4333080, 103.7911720"
Lorong 15 Geylang,"1.3128214, 103.8783737"
Ang Mo Kio Avenue 4 (Blk 107),"1.3714340, 103.8372499"
Ang Mo Kio Avenue 4 (Blk 178),"1.3763449, 103.8369782"
Jalan Dusun (Blk 106),"1.3285517, 103.8446775"
Buangkok Green (Blk 987B),"1.3794154, 103.8783107"
Woodlands Ring Road (Blk 665),"1.4380396, 103.7976731"
Joo Chiat Terrace,"1.3148068, 103.9028814"
Lorong 21A Geylang,"1.3152308, 103.8804867"
Eunos Crescent (Blk 16),"1.3230877, 103.9044755"
Faber Drive,"1.3191653, 103.7591298"
Sims Drive (Blk 44),"1.3163667, 103.8772052"
Ubi Avenue 1 (Blk 334),"1.3263879, 103.9031162"
Sembawang Close (Blk 324),"1.4445392, 103.8178902"
Choa Chu Kang Avenue 4 (Blk 417),"1.3830773, 103.7414722"
Lorong 1 Toa Payoh (Blk 157),"1.3322871, 103.8454896"
Pasir Ris Drive 6 (Blk 412),"1.3734465, 103.9550523"
Jurong East Street 24 (Blk 247),"1.3418949, 103.7391894"
Jalan Waringin,"1.3230531, 103.9181275"
Kim Keat Avenue (Blk 257),"1.3325785, 103.8574139"
Lorong 4 Toa Payoh (Blk 62B),"1.3359099, 103.8512860"
Pasir Ris Street 52 (Blk 515),"1.3742648, 103.9427846"
Tampines Street 91 (Blk 924),"1.3466616, 103.9406388"
nds Drive 50 k 899C),"1.4365550, 103.7949740"
Gangsa Road (Blk 105),"1.3782744, 103.7677264"
Punggol Drive (Blk 638A),"1.3999954, 103.9146934"
yoh North lk 205),The address probably not exists
Chu Kang enue 4 lk 414),"1.3821816, 103.7422669"
ougang Street 31 (Blk 374),"1.3629390, 103.8897274"
Jurong West Street 65 (Blk 636),"1.3421492, 103.6978996"
hoa Chu Kang Avenue 3 (Blk 409),"1.3811320, 103.7418680"
Bishan Street 13 (Blk 184),"1.3501037, 103.8523773"
Woodlands Crescent (Blk 777),"1.4480107, 103.7996652"
Lengkok Bahru (Blk 47),"1.2871826, 103.8117999"
Simei Street 2 (Blk 147),"1.3455663, 103.9558909"
Toa Payoh North (Blk 204),"1.3414833, 103.8490256"
Yunnan Cresent,"1.3385142, 103.6921797"
Lorong 1 Toa Payoh (Blk 153A),"1.3337818, 103.8452663"
Lorong 23 Geylang,"1.3151388, 103.8813018"
Yishun Avenue 4 (Blk 863),"1.4170650, 103.8384070"
Bedok Reservoir Road (Blk 627),"1.3340729, 103.9155319"
Choa Chu Kang Avenue 3 (Blk 406),"1.3804327, 103.7404566"
lands Ring Road lk 665),"1.4380396, 103.7976731"
a Terrace,"1.2935074, 103.8587987"
Lor Ah Soo (Blk 144),"1.3519795, 103.8831848"
oon Lay Place (Blk 209),"1.3463616, 103.7151179"
Bishan Street 22 (Blk 253),"1.3622419, 103.8431376"
Geylang East Avenue 2,"1.3176923, 103.8887758"
g Street 11 lk 155),"1.3480297, 103.7435371"
Tai Hwan Avenue,"1.3570536, 103.8616578"
Hougang Avenue 6 (Blk 527),"1.3748555, 103.8905203"
bing Road,"1.3065113, 103.8956819"
Chai Chee Street,"1.3284350, 103.9226395"
Holland Close (Blk 1),"1.3091370, 103.7968581"
p Valley,The address probably not exists
Pending Road (Blk 230),"1.3762144, 103.7721399"
Tampines Street 45 (Blk 491G),"1.3634132, 103.9544145"
Jalan Kembangan (The Trumps),"1.3200572, 103.9134471"
Woodlands Drive 73 (Blk 685C),"1.4417334, 103.8057324"
ay Avenue,"1.2837366, 103.8591923"
ivervale Walk (Blk 104),"1.3827130, 103.9008480"
Loyang Avenue (Loyang Valley),"1.3737391, 103.9746186"
Chai Chee Street (Blk 53),"1.3284868, 103.9198822"
Jalan Tarum,"1.3738957, 103.8315861"
Lorong 1 Toa Payoh (Blk 237),"1.3398534, 103.8523773"
Lorong Bandang,"1.3142833, 103.9096173"
orth Avenue 2 lk 514),"1.3322394, 103.9289458"
42 Geylang Mansions),"1.3138677, 103.8904767"
ivervale Drive (Blk 117C),"1.3833780, 103.9032150"
Serangoon orth Avenue 4 (Blk 534),"1.3742658, 103.8745082"
nds Drive 14 lk 502),"1.4316858, 103.7915305"
Hougang Street 22 (Blk 246),"1.3588823, 103.8915170"
Pasir Ris Drive 6 (Blk 410),"1.3729590, 103.9538965"
Pending Road (Blk 223),"1.3757666, 103.7734979"
Bishan Street 13 (Blk 186),"1.3493674, 103.8524758"
ew Lian Vale (Jade Residences),"1.3491666, 103.8779986"
Serangoon Central (Blk 423),"1.3485046, 103.8755699"
Tampines Street 34 (Blk 368),"1.3587853, 103.9609678"
Kim Keat Avenue (Blk 254),"1.3317230, 103.8583210"
Woodlands Drive 42 (Blk 602),"1.4381948, 103.7963148"
Lorong 1 Toa Payoh (Blk 111),"1.3412293, 103.8454701"
Tampines Street 22 (Blk 274),"1.3482906, 103.9499757"
Bukit Batok East Avenue 5 (Blk 244),"1.3491241, 103.7570247"
Bedok eservoir View (Blk 763),"1.3362289, 103.9350188"
Admiralty Drive (Blk 469),"1.4487664, 103.8139281"
Tampines Street 42 (Blk 459),"1.3583684, 103.9540551"
Pasir Ris Street 13 (Blk 158),"1.3646899, 103.9622144"
Lorong 24 Geylang,"1.3122073, 103.8833391"
Jurong East Street 21 (Blk 212),"1.3391049, 103.7403661"
Hougang Avenue 7>br/> (Blk 316),"1.3649350, 103.8961980"
Bedok Reservoir Road (Blk 151),"1.3357781, 103.9117255"
Bedok South Road (Blk 41),"1.3211277, 103.9407283"
Bishan Street 12 (Blk 126),"1.3461695, 103.8521282"
Strathmore Avenue (Blk 56),"1.2933362, 103.8098981"
Ang Mo Kio Avenue 10 (Blk 456),"1.3672060, 103.8585374"
Bedok North Avenue 2 (Blk 517),"1.3310677, 103.9291271"
Yunnan Walk 1,"1.3382792, 103.6907692"
enia Road,The address probably not exists
Jurong East Street 21 (Blk 237),"1.3407116, 103.7411807"
Ang Mo Kio Avenue 9 (Blk 621),"1.3830649, 103.8406919"
oh Guan Road East (nearer nterprise Hub),"1.3367620, 103.7548680"
Jalan Bukit Merah (Blk 115),"1.2811769, 103.8264771"
Keat Hong Close (Blk 803A),"1.3739689, 103.7426289"
Charlton Lane,"1.3557472, 103.8819989"
Jurong West Street 81 (Blk 824),"1.3465198, 103.6938984"
g Avenue 4 lk 682),"1.3739641, 103.8854178"
ssvale Drive k 227C),"-23.2172028, -45.8881327"
Joo Chiat Road,"1.3099091, 103.9020269"
Lorong 26 Geylang,"1.3121097, 103.8848676"
Avenue 7,"1.3316054, 103.6458037"
Jalan Jamal,"1.3135408, 103.9251949"
Eunos Avenue 6,"1.3220731, 103.8971370"
Klang Lane (Blk 672A),"1.3085134, 103.8524905"
Woodlands Avenue 6 (Blk 792),"1.4422141, 103.8021781"
Woodlands Avenue 6 (Blk 719),"1.4417480, 103.8003126"
Tai Hwan Terrace,"1.3569596, 103.8601269"
Woodlands Street 82 (Blk 848),"1.4418184, 103.7919684"
Joo Chiat Walk,"1.3151917, 103.9132731"
Hougang Avenue 3 (Blk 16),"1.3629347, 103.8910883"
Tampines Avenue 1 (The Tropic),"1.3486357, 103.9277844"
Lorong 2 Toa Payoh (Blk 99C),"1.3390399, 103.8475178"
Tampines Street 82 (Blk 846),"1.3521796, 103.9358346"
Hougang Avenue 1 (Blk 124),"1.3529060, 103.8867146"
Hougang Avenue 3 (Blk 246),"1.3589930, 103.8930073"
Woodlands Drive 14 (Blk 512),"1.4342776, 103.7887993"
Geylang East Central (Blk 123),"1.3181828, 103.8854926"
26 Geylang a Aerata),"1.3123392, 103.8850500"
Jalan Rukam,"1.3716905, 103.8301991"
Pasir Ris Street 13 (Blk 154),"1.3633476, 103.9632343"
Geylang East Central,"1.3189743, 103.8867498"
Bishan Street 24 (Blk 271),"1.3562374, 103.8428659"
Guillemard Lane,"1.3101366, 103.8808235"
Starlight Road,"1.3139464, 103.8535881"
oon Lay Drive (Blk 197B),"1.3439243, 103.7134936"
Woodlands Street 82 (Blk 821),"1.4408892, 103.7900872"
Choa Chu ang Avenue 2 (Blk 297C),"1.3777775, 103.7431720"
Kio Avenue 10 lk 463),"1.3669193, 103.8574503"
